iter	Logloss
0	0.5633734984
1	0.4367332689
2	0.3774026072
3	0.3306256448
4	0.2941652207
5	0.2729408668
6	0.243300671
7	0.2220278308
8	0.2123291697
9	0.2013349623
10	0.1944299443
11	0.1838405828
12	0.1785036048
13	0.1732515289
14	0.1695054343
15	0.1654279252
16	0.157790146
17	0.1533929202
18	0.1515322795
19	0.1482468917
20	0.1462882499
21	0.1447409019
22	0.1434085861
23	0.1421130839
24	0.1406404483
25	0.1393754786
26	0.1371686576
27	0.136258032
28	0.1347405925
29	0.1335302924
30	0.1325694223
31	0.1316407813
32	0.1309456534
33	0.1300835365
34	0.1292925881
35	0.1281459996
36	0.1274150834
37	0.125981755
38	0.1250454652
39	0.1244726898
40	0.1233281833
41	0.1227277974
42	0.121245676
43	0.1206410593
44	0.119651355
45	0.1186764477
46	0.1181527325
47	0.1178966817
48	0.117347139
49	0.11671624
50	0.1163459347
51	0.1155717242
52	0.115296437
53	0.1144365166
54	0.1139626844
55	0.1128404654
56	0.1125341552
57	0.1121932722
58	0.1118282586
59	0.1112520462
60	0.1105827354
61	0.1100381865
62	0.1097494256
63	0.1094610925
64	0.1086323669
65	0.1081403739
66	0.1076110866
67	0.1071932871
68	0.1065559226
69	0.1062700275
70	0.1051960652
71	0.10476744
72	0.1043882078
73	0.1038333811
74	0.1030440076
75	0.1017798702
76	0.1015459329
77	0.101274006
78	0.1008547383
79	0.1006960312
80	0.1002540948
81	0.09999976481
82	0.09974898673
83	0.09959895833
84	0.09936031624
85	0.09923551244
86	0.09889895675
87	0.09845554878
88	0.09779468125
89	0.09758006651
90	0.09743116104
91	0.09726547701
92	0.09715254474
93	0.09709444243
94	0.09687499406
95	0.09665028285
96	0.09638352098
97	0.09622011313
98	0.09582840439
99	0.09574660944
100	0.0955852325
101	0.0953823482
102	0.09490010606
103	0.09472552486
104	0.09451258585
105	0.09435766058
106	0.09427774313
107	0.09396898506
108	0.09386720621
109	0.09363772078
110	0.09353042026
111	0.09329284546
112	0.09317235687
113	0.09301326755
114	0.09286162288
115	0.09243176332
116	0.09231449233
117	0.09210847317
118	0.0917842889
119	0.09154162971
120	0.09141884443
121	0.09136066895
122	0.09125252965
123	0.09120183421
124	0.09106482336
125	0.0909925928
126	0.09074716856
127	0.09060759111
128	0.09029240344
129	0.09015933397
130	0.09003517384
131	0.0899364503
132	0.08982230694
133	0.08979524171
134	0.08971043174
135	0.08954442425
136	0.0892000134
137	0.08858424138
138	0.08845957313
139	0.08836900629
140	0.08828822141
141	0.08816322218
142	0.08809273305
143	0.08802765661
144	0.08786987952
145	0.08770788304
146	0.08763616055
147	0.08754217214
148	0.08732669184
149	0.08722654079
150	0.08711905191
151	0.08676812719
152	0.0866460648
153	0.08658181333
154	0.08647371248
155	0.08639734164
156	0.0863187892
157	0.08618013831
158	0.08607822391
159	0.08594543195
160	0.08586397111
161	0.0858178718
162	0.08567798254
163	0.08561019785
164	0.08554410951
165	0.08524835443
166	0.08514722124
167	0.08513501807
168	0.08505987772
169	0.08493522383
170	0.0848680687
171	0.08481849359
172	0.0847560726
173	0.08445959179
174	0.08440542445
175	0.08424458326
176	0.08415059607
177	0.08406845948
178	0.08400694522
179	0.08392559146
180	0.08383656714
181	0.08378363499
182	0.08366186137
183	0.08364340822
184	0.08360993015
185	0.08354371246
186	0.08348984333
187	0.08342067381
188	0.08334197694
189	0.08327915956
190	0.08325104985
191	0.08319535059
192	0.083106642
193	0.08284283844
194	0.0827930846
195	0.08274004055
196	0.08270830608
197	0.08257592193
198	0.08248136999
199	0.08241401917
200	0.08231080896
201	0.08216394964
202	0.082139491
203	0.08205516492
204	0.08203958696
205	0.08196019338
206	0.08188303443
207	0.08185798637
208	0.0817952849
209	0.08176406767
210	0.08171593519
211	0.08166701787
212	0.08149652869
213	0.08139163432
214	0.08124792504
215	0.08121408427
216	0.08114781283
217	0.08109769696
218	0.08102723556
219	0.08099380311
220	0.08089694417
221	0.08084898116
222	0.0808021501
223	0.08071884513
224	0.08065873691
225	0.08057287066
226	0.08048986542
227	0.08045191052
228	0.08037827135
229	0.08031193092
230	0.0802436816
231	0.08013310758
232	0.08006595171
233	0.08000907877
234	0.0798092446
235	0.07964378247
236	0.07960431322
237	0.07951623324
238	0.07948219532
239	0.07937113622
240	0.07932248794
241	0.07909938134
242	0.0790405417
243	0.07897903127
244	0.07892102755
245	0.07889856653
246	0.07885673958
247	0.0787875817
248	0.07875166145
249	0.07870408741
250	0.0786638772
251	0.07855978142
252	0.078502622
253	0.0784587687
254	0.07841768968
255	0.07836721486
256	0.07831983497
257	0.0782802028
258	0.07822716637
259	0.07818304761
260	0.07814267501
261	0.07808031782
262	0.07804610385
263	0.07790045609
264	0.07788396018
265	0.07784780675
266	0.07780092136
267	0.07774431362
268	0.07763890383
269	0.07758891739
270	0.07752513923
271	0.07746605128
272	0.0774227075
273	0.07738259155
274	0.07731680116
275	0.0772956171
276	0.07724558653
277	0.07717476833
278	0.07706997387
279	0.07702741971
280	0.07693437725
281	0.07687511488
282	0.07676038972
283	0.07671486067
284	0.07661450915
285	0.07658129522
286	0.07655956991
287	0.07650325792
288	0.07642939747
289	0.07637457056
290	0.07631707789
291	0.07627749703
292	0.07624132546
293	0.07618097411
294	0.07612001469
295	0.07610692489
296	0.07604754209
297	0.07599330476
298	0.07595323758
299	0.07593010097
300	0.07589777604
301	0.07584899058
302	0.07577946878
303	0.07574463729
304	0.07566269839
305	0.0756458751
306	0.07562298458
307	0.07558961314
308	0.07551335342
309	0.07544213251
310	0.07539764316
311	0.07537163248
312	0.07528961113
313	0.07524694034
314	0.0752136923
315	0.07517389375
316	0.07512183439
317	0.0750783162
318	0.0750411301
319	0.07501223666
320	0.07499618876
321	0.0749168575
322	0.07487637898
323	0.07483798015
324	0.07478246578
325	0.07474252155
326	0.07468061309
327	0.07465071051
328	0.07458811845
329	0.07455656451
330	0.07450936457
331	0.07448107952
332	0.07447455782
333	0.07439247355
334	0.07434620214
335	0.07427089862
336	0.07422170704
337	0.07418656122
338	0.07415057596
339	0.07413337433
340	0.07410483324
341	0.07406310158
342	0.07402942068
343	0.07387491223
344	0.0738393863
345	0.07381175087
346	0.07373938673
347	0.07368134967
348	0.07364795918
349	0.07363094678
350	0.07355933485
351	0.07353478388
352	0.07349301007
353	0.07346056973
354	0.07345608864
355	0.07343576604
356	0.07341609286
357	0.07339566207
358	0.07337607774
359	0.07336153164
360	0.07331610284
361	0.07326132419
362	0.07325829332
363	0.07324384971
364	0.07319539238
365	0.07318518931
366	0.07316814407
367	0.07314617318
368	0.07303186145
369	0.07298329217
370	0.07288984409
371	0.07284875492
372	0.07279742724
373	0.07276106899
374	0.07273269076
375	0.07269146543
376	0.07264033451
377	0.07260686477
378	0.07258569909
379	0.07256176815
380	0.0725169418
381	0.07245178235
382	0.07241958981
383	0.07238765947
384	0.07236815013
385	0.07233600089
386	0.07229530379
387	0.07225562789
388	0.07223759458
389	0.07221071819
390	0.072194419
391	0.07217299686
392	0.07216293866
393	0.0721497063
394	0.07210212979
395	0.07206594795
396	0.0720490021
397	0.07203167695
398	0.07198382294
399	0.07195279675
400	0.07192581128
401	0.07187287393
402	0.07179066823
403	0.07175987378
404	0.07173015082
405	0.07172778571
406	0.07171294565
407	0.07166947835
408	0.07162402945
409	0.07158876966
410	0.07154715017
411	0.07149480012
412	0.07144623987
413	0.07142783358
414	0.07142531174
415	0.07140440267
416	0.07138528557
417	0.07134549624
418	0.07130260284
419	0.07128499876
420	0.07127342753
421	0.07123378262
422	0.07119478168
423	0.07116509959
424	0.07110935578
425	0.07108713021
426	0.07105908548
427	0.07102495283
428	0.07098201044
429	0.0709401695
430	0.07092304754
431	0.07088415307
432	0.07083347106
433	0.07082284021
434	0.07076300315
435	0.07073069023
436	0.07065682356
437	0.07064364564
438	0.07062419643
439	0.07062239814
440	0.07059499405
441	0.07054695296
442	0.07049101935
443	0.07044401058
444	0.07040101249
445	0.07032672205
446	0.07029566899
447	0.07022964644
448	0.07018448048
449	0.07017448118
450	0.07013569236
451	0.07012545534
452	0.07007969125
453	0.07003473542
454	0.06998472392
455	0.06996397529
456	0.06995055212
457	0.06992980759
458	0.06984341662
459	0.06976681695
460	0.06974025973
461	0.06971642307
462	0.06969860428
463	0.06967728673
464	0.06966487409
465	0.06963459496
466	0.06963260703
467	0.06959255784
468	0.06957796281
469	0.06954111625
470	0.06949954385
471	0.06946914
472	0.06942805841
473	0.06939561737
474	0.06935129297
475	0.06934165771
476	0.06930241751
477	0.06926013405
478	0.06923100795
479	0.06919947179
480	0.06914244363
481	0.06908295682
482	0.06905967147
483	0.06900779982
484	0.06896691163
485	0.06894332668
486	0.06891117354
487	0.06890951842
488	0.06888843087
489	0.06886430271
490	0.06882238876
491	0.06880156138
492	0.06877469855
493	0.06873664088
494	0.06871469692
495	0.06867988652
496	0.06864653695
497	0.06864067105
498	0.06861040694
499	0.06858041708
